node	Africa	Caribbean	Central America	Eastern Asia	Oceania	South America	South-eastern Asia	Southern Asia
AB189123_FJ467493	0.10827582453820307	0.08746908989795993	0.05447217170539795	0.14950873469695397	0.05236638398665281	0.17609630107019417	0.2473721924136374	0.12443930169100069
EF105378_FJ467493	0.2729567783980065	0.05700248412208275	0.035794837143683825	0.09797278789031712	0.03381614197890527	0.11571359125204936	0.33829395679318797	0.048449422421767085
AB189123_JQ922552.1	0.020170514435000446	0.03228092613600642	0.016896453163296483	0.049328670945647086	0.022688192832417953	0.05465581152554809	0.4044009432730856	0.39957848768899795
EF105379_FJ467493	0.0066477131101951555	0.004009250816492218	0.0025222393509288245	0.00689931163756485	0.002373601950237607	0.008153568764088643	0.9664962959166601	0.0028980184538325822
EF105378_EF105388	0.9989834725490286	0.0001120724345105014	7.050689936900237e-05	0.00019286251930452324	6.634873069060575e-05	0.00022792555791799424	0.000265976042729643	8.08352664490174e-05
AB189123_FM210234.1	0.0024465062613788615	0.00943648794536145	0.0015237190858891072	0.011830661846146104	0.015853613174584582	0.004936046413566619	0.8658207790619433	0.08815218621113008
AF100465_JQ922552.1	0.0010565131136687825	0.009031781165932867	0.0009892422930598379	0.00276504320402861	0.003585173077094148	0.0032891738649064293	0.009463479743023327	0.9698195935382861
EF105379_EF105379.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FJ467493	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
0.648	0.9999208768575679	8.975719296330409e-06	5.647520586251216e-06	1.5447402480448088e-05	5.3130139104953276e-06	1.8256564470492706e-05	1.908888855022875e-05	6.394033137726417e-06
EF105387_EF105388	0.9999971669106907	3.4829680411103873e-07	2.1922340021867423e-07	5.9956317007468e-07	2.060891959137337e-07	7.086759062064895e-07	5.114100194950619e-07	2.398308132479453e-07
AF100460_FM210234.1	0.0013723624079374345	0.014363829468754752	0.0010343880729056117	0.017097232147931796	0.02755714649090976	0.0033614237206082043	0.9025781817450071	0.03263543594594545
AB189123_JX475906.1	0.0034655493669429375	0.002167212584645055	0.0007449138082569589	0.003129603201716897	0.0027224511719031357	0.0024095110482360163	0.8844121602166911	0.10094859860160782
0.816	0.0004438844143042882	0.012051075299554376	0.0004262980040565087	0.0011780225492104683	0.004219285133675729	0.0015197025112563746	0.0029211874755923576	0.97724054461235
JQ922552_JQ922552.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EF105379.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EF105379.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EF105379	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EF105378_EF457904	0.9999691727842267	3.874561099487431e-06	2.4389269156349714e-06	6.670123573085219e-06	2.292371046570563e-06	7.884232467401741e-06	5.023110280549784e-06	2.643890390499892e-06
EF105385	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EF105387	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EF105388	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF100466_FM210234.1	0.001406331816245718	0.13004585022701035	0.0013585521260890687	0.02704596313674206	0.00467929225786026	0.004568007106051712	0.8253923951401584	0.005503608189842568
AF100460_KJ734727	0.0011916731605649178	0.007827402282460271	0.001025044702900152	0.024265360899209297	0.054716355099769465	0.0033221995098660128	0.8911843051288955	0.01646765921633451
0.984	0.005189463246784389	0.0006581457478249138	0.00028481412008644246	0.0010073031556736328	0.0006904917450311702	0.0009210125868040447	0.9700040457736258	0.021244723624169487
AF276619_JX475906.1	0.00017272593518581638	0.00024923224819787295	0.00015237960338885094	0.0007837679608260589	0.0001579378102046472	0.0004926026963702614	0.006732251113799478	0.9912591026320269
JQ922550_JQ922553.2	0.00012599927803769696	0.002637723148167954	0.0001221078859726126	0.00033655953159337745	0.0009352194307404923	0.00042516261620284936	0.0006888526399114685	0.9947283754693735
AF100465_HM582107	0.002453310702045496	0.6592905038934346	0.0025561413496214213	0.006681631147673434	0.20931211468178224	0.016612285275074683	0.005102105701368748	0.09799190724899953
JQ922552.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JQ922552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EF105389_EF457904	0.9999779041376327	2.789194788876031e-06	1.7557497915836803e-06	4.801702154871196e-06	1.6501858966578297e-06	5.675749716218594e-06	3.523360022483099e-06	1.8999199967260166e-06
EF105378	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF100466_JN819419	1.388463190901133e-05	0.9973497846531248	1.3855289642011393e-05	6.796963876025476e-05	1.736689950458107e-05	0.0014213383432864208	0.0010956548425856728	2.014570118710909e-05
AF119661_FM210234.1	0.0002912478059534235	0.011003777469039936	0.0002866611656855156	0.050610276798293094	0.0005500631665315163	0.0009412178809091416	0.9356738699081418	0.0006428858054456533
AF204178_KJ734727	0.003710743622681475	0.008803753491207897	0.003617047227250883	0.12868802514381286	0.3861709887979468	0.011696928728913886	0.44582290176529427	0.011489611222891716
AF100460_M84728	6.543646463686e-05	0.00019589642575962947	6.267421658397721e-05	0.0005049212248792579	0.0008942195502941269	0.00020273794386334112	0.9977676264121176	0.000306487761865209
GQ398262_GU131843	0.026273432361951076	0.0007214536667750396	0.0004183989840347128	0.0012073031359254532	0.0005099620602102592	0.0013526274306107108	0.9632843087058659	0.006232513654626819
AB189123_JN851127	1.435452468289904e-05	6.832548115989613e-06	4.0287164383016875e-06	1.1498142598215553e-05	4.675525771007048e-06	1.3024127426983015e-05	0.9998972032305049	4.838318446175039e-05
AF276619_JQ922549	5.5038588929856815e-06	8.153227306090203e-06	5.0281577861497516e-06	0.0005240997979363421	5.065964318242617e-06	1.6254590957454176e-05	0.00015858078047896996	0.9992773136223237
JX475906_JX475906.1	6.649694301113569e-10	1.0418910836977336e-09	6.538756103266042e-10	1.9492108100267947e-09	6.210167805637387e-10	2.1137650013870573e-09	4.130141995070146e-09	0.9999999888251293
JQ922553_JQ922553.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JQ922550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AF100465_EU056812	0.00011056835021153503	0.976368816883344	0.0002793520313121315	0.0003011801501607796	0.006368281209823674	0.013340171240386988	0.00022700715570331094	0.003004622979057629
HM582107	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EF105389_EF105389.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EF457904	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF208496_JN819419	1.110905157234561e-06	0.9889859545815755	1.7218884286117614e-06	3.3301139727714263e-06	1.0841748652369146e-06	0.010992585961833461	1.2962630353020727e-05	1.249743814214022e-06
0.958	1.717223124714607e-08	0.9999972401694163	1.7130958190413605e-08	7.717898883729175e-08	2.048186142405922e-08	1.4929988912006823e-06	1.1111343941912332e-06	2.3733258728204446e-08
FJ639697_FM210234.1	6.740882349766877e-07	1.9824479047100635e-05	6.653533537908103e-07	9.046968327339032e-05	1.1246540745897184e-06	2.176730784730326e-06	0.9998837531182656	1.3118929657887307e-06
AF119661_AF119661.1	9.20058101804258e-08	2.9799447165634916e-07	9.16160452710453e-08	0.9999853294003758	9.016359430420496e-08	2.96374042489764e-07	1.369850047036476e-05	1.0394518974683125e-07
AF204178_M29095	0.00076542231135271	0.001482479846948148	0.0007552018833292957	0.0864019709711776	0.8645637190667267	0.002441705283170686	0.04207174211858596	0.0015177585187088813
KJ734727	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AF100460_AJ487271	1.6950697004296275e-06	3.529292662863709e-06	1.665711413023533e-06	7.6130200767944e-06	9.223402997813354e-06	5.385907351951807e-06	0.9999668971206436	3.990475153507376e-06
M84728	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GU131843	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GQ398262	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AY858035_JN851127	1.717869272040647e-07	2.1118708716611546e-07	1.3189827547703696e-07	3.6263317887432535e-07	1.2736513908923355e-07	4.2638529330331336e-07	0.9999982577910426	3.109530563749362e-07
AB189123_JN851131	4.03232956606285e-06	5.655067347106899e-06	3.5473071938863197e-06	9.723310886709722e-06	3.3747140209880136e-06	1.146728268040209e-05	0.9999563466234315	5.853364873305436e-06
0.961	3.856834015741337e-05	6.059977386249542e-05	3.8063570039126936e-05	0.0048975717908906575	3.6045848722972833e-05	0.00012304693973633394	0.00019461179722046745	0.9946114919393704
DQ448231_JQ922549	3.2455258662060234e-07	5.059601307703661e-07	3.1705101771842993e-07	7.955742838190813e-06	3.026976773274184e-07	1.024922901452763e-06	2.692095003880519e-06	0.999986876977844
JX475906.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JX475906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JQ922553.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JQ922553.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
JQ922553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AF100465_GQ868600.1	9.193021750176959e-05	0.9767496642513733	0.0002951392050042491	0.00025042425946404185	0.004416551852840018	0.01591475206995849	0.00018789900196197417	0.0020936391418962
EU056812	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EF105389.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EF105389.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EF105389	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF208496_EU920828.1	1.5000031529540384e-06	0.9870477715805426	6.3687399864597954e-06	4.138882346285923e-06	1.4121126130274819e-06	0.0129323517519298	4.830885781221425e-06	1.6260436476066704e-06
EU482545_JN819419	4.1245304840039796e-05	0.9713320896366576	4.1260002095985855e-05	0.00011246602238524445	3.8634498890092015e-05	0.028304473877018566	8.53498192486657e-05	4.44808388638808e-05
AF100466_GQ868603	1.331431593228664e-09	0.9999998927409594	1.3266271593406136e-09	3.767468678292917e-09	1.2669925337275723e-09	9.049828919256983e-08	7.608826196466463e-09	1.4594052127387861e-09
0.941	2.2264227024832533e-07	0.9999970780126439	2.218242128449928e-07	6.097447234521152e-07	2.0893337463811493e-07	8.635590080921683e-07	5.547204040086569e-07	2.40563362688822e-07
FJ639697_JX649148	9.030958588802893e-07	3.2499399057957225e-06	8.991617772824737e-07	1.1063219938917572e-05	8.93560918684701e-07	2.9091987595822253e-06	0.9999790513977989	1.0304250420954626e-06
0.598	3.678771541361668e-07	6.804985001795079e-06	3.644479233911429e-07	3.0405909790093374e-05	5.081774040810753e-07	1.1867189576046014e-06	0.9999597711514927	5.907322760486232e-07
AF119661.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AF119661	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
M29095	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AF204178	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AF100460_DQ181804	4.775319296325721e-08	7.675001525818653e-08	4.754534348069137e-08	1.342502060495713e-07	5.525869557937549e-08	1.536998219585189e-07	0.9999994302736706	5.446905404979093e-08
AJ487271	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AY858035_JN851129	5.491204960248898e-10	8.360425286456975e-10	5.257075139793176e-10	1.998801949744845e-09	4.959504195414511e-10	1.699437256735234e-09	0.9999999932344124	6.605275655817968e-10
JN851126_JN851127	9.007179806548572e-07	1.425413624457172e-06	8.972699273270174e-07	2.453899609050434e-06	8.433327064928665e-07	2.9005724908583105e-06	0.9999896073112523	9.714824088462654e-07
AB189123_AB189123.1	6.866700790248457e-10	1.084331755098999e-09	6.825253946200103e-10	1.8666759846073024e-09	6.416282431046134e-10	2.206375593729954e-09	0.9999999920863186	7.454742905179257e-10
JN851131	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KF041236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AF276619	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DQ448231_KJ010186	5.686560349787943e-08	8.998246460523104e-08	5.66383586268231e-08	3.5220213972233553e-07	5.324621452615771e-08	1.8309281081120725e-07	1.1940576930010868e-07	0.999999088566639
JQ922549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GQ868600_GQ868600.1	4.972563448661248e-09	0.999999457426257	9.393676308976705e-09	1.3547679820622459e-08	9.91051040937488e-08	3.5666302788816316e-07	1.0029504531951688e-08	4.8862186928520955e-08
AF100465_GQ868592	0.00022961815438672832	0.040740571725768705	0.01253274045806414	0.0006256535036408226	0.00039405791446510305	0.9446882219575143	0.00045912137099840365	0.000330014915161964
EU482444_EU920828.1	2.232090934092857e-05	0.03576119037400848	0.0020263373357402065	6.0821167708824705e-05	2.090183997897783e-05	0.9620396835000624	4.468028929795427e-05	2.4064583862213848e-05
0.262	5.832534740321061e-07	0.9989902012964867	9.081871553769457e-07	1.5927010555279244e-06	5.466683042675259e-07	0.001004249725613399	1.2887638242950903e-06	6.294040862334842e-07
EU920835_JN819419	3.3316002873317704e-05	0.014156965004253019	3.3195674248648494e-05	9.077956559058825e-05	3.1197679844231745e-05	0.9855519950695747	6.66326817824536e-05	3.5918321832886476e-05
EU482545_EU482545.2	1.6482523752420047e-14	0.9999999999980783	1.643199755733359e-14	4.491607857183086e-14	1.5435162404837865e-14	1.7775352684166283e-12	3.312264126108021e-14	1.7770738947999083e-14
0.794	4.302220581294209e-09	0.999999053445158	4.286381959932056e-09	1.1739669828109088e-08	4.0311306233165416e-09	9.083486304815199e-07	9.20562675086989e-09	4.641181606303178e-09
GQ868603	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EU482572_EU482572.1	1.232464609523899e-10	0.9999999985261544	1.2279237789906847e-10	3.3582300313760407e-10	1.1541019897245523e-10	3.9718362388647183e-10	2.4651664317891544e-10	1.3287336698649e-10
GQ398284	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
