,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,Viet Nam,Zaire,Zambia,Zimbabwe
Afghanistan,1,0.47479616099393096,0.597752622504186,0.9676167241873403,0.9951208758815919,0.20223247194808813,0.9802194253888769,0.13890189065963565,0.3745295841355307,0.10249028903149215,0.8617112227323367,0.9801653020913739,0.44616739777791203,0.87399992578456,0.07937412126482735,0.395731257413944,0.10218800823243734,0.6156006162290649,0.9815342009119296,0.9324422973924438,0.7672400901782082,0.3658797178239179,0.15169965956099207,0.17364365524521463,0.8634053008628482,0.9507173870835105,0.2089015608776742,0.5243081906350968,0.04185773629464695,0.252167634237506,0.09268958486129819,0.3869609972014376,0.12547899532816664,0.1543833563863719,0.9820804207402987,0.5086287920136195,0.0784003329720222,0.01919300703879001,0.17316191602590458,0.2022963734916723,0.6960583672483064,0.706360121807409,0.9868153259668314,0.783664357078566,0.932715406846901,0.34015165766517685,0.00864064055591196,0.8362352524294937,0.5386924261292753,0.8576674573723637,0.6646401586473892,0.12397526261744918,0.43519474982175677,0.30393615087225534,0.6306321834914014,0.7655716081005413,0.7562522408253998,0.9049067732068375,0.2423680155844412,0.3349404953625408,0.13194310669705733,0.47078335090385937,0.3222817521716448,0.027778107236382965,0.8966572008701751,0.8176315579832675,0.27461837748790563,0.592289757912605,0.11069542184867842,0.17324577017697174,0.8608823653747596,0.6758578130850574,0.31725527444461443,0.7865824343461243,0.6801109636133152,0.45894182157813546,0.18200289647517798,0.7803508865854919,0.999695354300234,0.6667748385518424,0.263118941550892,0.920323584016617,0.8512769682034064,0.7348410342596353,0.7451343877460007,0.5075131368353916,0.8795988764253792,0.26301551214193086,0.6309734690343564,0.43378964099704287,0.049828828810245196,0.13943244488922313,0.2589888852195712,0.9100710304675799,0.30137806638988685,0.9300555751406135,0.6650683792752322,0.5947494181404214,0.9802527413373716,0.5084538268561852,0.3627309156104169,0.6929899635240505,0.7200438949970429,0.0015249995519360793,0.4827009946912504,0.044955433775025644,0.0675770593820737,0.5726528275741072,0.2883200079053073,0.557128122450803,0.3925873921637828,0.45542586080664316,0.922400876028478,0.5773134229908479,0.551898879098279,0.7460687544098252,0.7340634483338312,0.9055236859762401,0.6564845967040439,0.2467037547779325,0.4942877958210238
Algeria,0.8360223108846775,1,0.5657316908525405,0.19304584884129994,0.783568700882789,0.6010895512137308,0.8835780550101677,0.05488041503642738,0.7192826817993297,0.1194242889835978,0.06672964732482989,0.24574859874822186,0.0683954369207771,0.24513847668017164,0.2614520460663541,0.5811884235681674,0.5277020802820052,0.29291588721751904,0.28558965442459894,0.6047623437156955,0.796530633454254,0.598821190025109,0.774498025574457,0.0009781104175208277,0.060645097942532256,0.9515073998968857,0.1399461834688448,0.32373217296561174,0.8897808242075401,0.14272595331663906,0.5515558536588593,0.5941969291465555,0.08003372972452849,0.36526696267398195,0.936249684644031,0.1258999856188313,0.4711501119487368,0.04740998282663533,0.7840769811827434,0.9406916545377605,0.07142728388783925,0.960715302933265,0.6333544116899222,0.22515913670654197,0.10212177751346452,0.67079963541686,0.02771681567322859,0.8575300660564156,0.11559964047251614,0.7989331872604591,0.0556322217268177,0.343199150000413,0.44965015417309495,0.14374363913850907,0.5798380780533091,0.30412918526643085,0.9169162106962304,0.8137728677426915,0.6248568929336602,0.6297115321691777,0.32663722310747334,0.26972474854455186,0.9324044731265635,0.9813421059037397,0.2804194284447451,0.12495119869362048,0.12333956336686513,0.1121546665374763,0.5773630859110568,0.4969534737272022,0.7838576768199242,0.7352493462892769,0.42300083190355453,0.09702557141554713,0.46107886421033206,0.2803746905047152,0.5184484237120834,0.7878530029006162,0.3164433918190458,0.1107218265360953,0.6945073156024649,0.8209492689901049,0.6647575592410261,0.04677540873418384,0.4873828080740741,0.011516260955597435,0.06400075449322606,0.7766022672162867,0.6386064765265521,0.2701121980441511,0.6217424462976358,0.7869130523495228,0.7154537040397836,0.7039054281661713,0.11597803281323382,0.8683604931988147,0.2971196827067314,0.22263125781032345,0.3275385508580545,0.19782108115975627,0.23349383871305363,0.107038383599114,0.273347092375432,0.7234144559694646,0.43372007270131663,0.2244814203705735,0.6761190732336937,0.5667285220174523,0.9176199402357001,0.29772277579924267,0.2827216244577907,0.24959740103317185,0.7229420599737767,0.28764772203421696,0.7778010470952446,0.09809028709277057,0.7149895221903335,0.43037436474147495,0.05377951632874178,0.9003741881796089,0.09816799291459177
Argentina,0.893684299702571,0.7763445046367357,1,0.03536192736363175,0.7562297445753671,0.8634419652039255,0.4794741507267338,0.022387248824672357,0.23356557119197707,0.09948897876423501,0.9444865099692954,0.7943200759483077,0.741753286813296,0.15372276955258346,0.42475132780381486,0.36779342551513794,0.7778694966790508,0.7222606786743896,0.7328037675572341,0.10710494756185207,0.715511580839903,0.35999049418245144,0.4339846806426907,0.17074445196131416,0.6187894906192721,0.5893972832950962,0.9849745877536475,0.25475468212054253,0.9561053233864705,0.629097186755606,0.07891168605397192,0.5065221277593679,0.118958861293876,0.2216210044512963,0.15285116835211032,0.8565282805109926,0.7561715882074241,0.3518385952701266,0.18250570086836282,0.5072684993303577,0.9496905952440469,0.33311890598720795,0.3508225994482115,0.8840757852763635,0.1675801147402648,0.4706101298601453,0.2926400420777783,0.6203879282815633,0.4677950918010141,0.45669443778659913,0.951734225660358,0.5782889449917404,0.14380404046913864,0.7212900499139702,0.7986709112490253,0.4375399630894218,0.1493102754787855,0.6715333746294021,0.08609090246722684,0.614066952296889,0.8407512540271754,0.7052170402252764,0.44344581519759585,0.15316503088471767,0.8222737870937281,0.13638424604345079,0.06659993556910226,0.4363541847096185,0.05802233799050538,0.8068828467013808,0.5023423278240544,0.6192803622331864,0.3317304173672022,0.26298539130039034,0.6461912501346105,0.29887399680872306,0.004796841173518418,0.4743753681882106,0.3627877426916504,0.20281421517084597,0.9365073776492946,0.6888144701628997,0.34546918737092214,0.3909833015678176,0.7583183961466092,0.38255797680477743,0.6085179138341146,0.5028486109772493,0.6491408748734935,0.05611335446603749,0.09665617947804606,0.2824781253427511,0.582215501023516,0.32256638365715706,0.1257690766999333,0.5815520387761746,0.3273509641512974,0.7506281352817218,0.2804068438269026,0.3953023161340793,0.1582308548221134,0.488034784705797,0.06681314678116879,0.39999409208188874,0.45657247118733746,0.25008271687657,0.5208083137213526,0.5994526035298194,0.45319936720799414,0.7531665034428068,0.7341032843797044,0.7097659528510187,0.7623762137772633,0.6078664238872955,0.5308009533285549,0.6573203559124244,0.5147115694367548,0.42298718534109525,0.8930667349497463,0.6159176898778035,0.4288663545826408
Austria,0.8003803056530756,0.2203286662425732,0.17277335384165227,1,0.2457346659896955,0.28452102504670407,0.8475132751395885,0.08653730802426707,0.05756371426557616,0.36239577510549403,0.03261120671394946,0.7174256279320662,0.9948746763840568,0.6444002415661737,0.546400442234436,0.03745097596228908,0.9170533878208929,0.430250561091451,0.08309696355254925,0.4117900869071104,0.28644412203135183,0.474839371514026,0.5200815517235582,0.33937949904835574,0.23785158245326665,0.03094155368642615,0.7018777817225889,0.24667435363578472,0.6577999775422475,0.7211807256678456,0.734246187400399,0.7088660018590898,0.16757724077832348,0.7058241305228675,0.6789715865895096,0.873944039978287,0.39570929026449264,0.6419585276306656,0.15997832296234415,0.7023994231261668,0.96683730623018,0.2041018149349927,0.4979136747469981,0.4477746683227948,0.15754406408057453,0.43294236960329313,0.8104011595512148,0.161857610974815,0.9055165662419469,0.3597042765236086,0.9790950452936648,0.6096781097061792,0.281695483584002,0.2762174997293756,0.49893676577956303,0.1565883692559744,0.931452355685828,0.7881536329990861,0.9978879852459039,0.18925060441433617,0.6101820964991715,0.22585360002860388,0.8777658659659219,0.9810054773461154,0.9330485443595175,0.07809045735260822,0.6803315919364212,0.6693550078944736,0.025291952969334952,0.7445583124071277,0.43963491712813707,0.025939613370775882,0.4879198985543113,0.22901424432529427,0.4797296798445978,0.4851524177659,0.17114340417762097,0.10010109920236299,0.5623379892432787,0.6602906289921927,0.8224128789796393,0.2601814019812063,0.7827746698917538,0.3606475493498956,0.4698640999413426,0.38981152056440094,0.858623573482877,0.9276654549306396,0.7414052175469751,0.8271320950406164,0.1179302597321068,0.66891705399053,0.3617688425585275,0.8257571313107059,0.037873775454678515,0.3914987422055419,0.6786759592490966,0.2797703164702079,0.8046215530759698,0.06864056829822074,0.11261482644547227,0.5225803325899492,0.09226067977011809,0.3282855404992957,0.042593971369759065,0.5224843593200598,0.03689362690010156,0.06796669190220905,0.40650156875580834,0.5377163953059626,0.4341896723703924,0.8966957986996708,0.154781276681893,0.16471785603556222,0.22235891638083816,0.8097577798974394,0.5725923746708693,0.35707521070782,0.7282462367931671,0.7817889574440736,0.06507237324665305
Azerbaijan,0.5052771894633378,0.18852586267572602,0.7131116797789423,0.9082093961291929,1,0.5364365090326352,0.21736039232347182,0.9404476225256366,0.07750972183210925,0.18490293512829148,0.564326681956495,0.432332002366432,0.48010381392859536,0.7240853579255304,0.24814500039752596,0.27777992475793734,0.18631819283539486,0.18010253430337286,0.5384127011543697,0.22490078311193318,0.7036396593748473,0.6778632657639619,0.3105255364161976,0.7409745596731929,0.9943181963708814,0.7211659533179409,0.7863639600741497,0.33068873622884054,0.3162298691421863,0.22535711173267603,0.6646402828067128,0.47497825479551403,0.5970601118122945,0.6718718771835712,0.7598868699871129,0.2243930689415391,0.09889265444395434,0.9551440446298503,0.4377305636794613,0.8098530710166711,0.4714790939431246,0.7896860078709862,0.14113203925717466,0.7789834748152936,0.6580289227167165,0.04180359429655067,0.46267164024694873,0.14562232122675378,0.4700259387404885,0.07529982232573085,0.30092616941644457,0.3861054120430496,0.7166295714295032,0.5420839273596153,0.6644522434310591,0.9644687896236159,0.9260398713638102,0.31601168682850944,0.6762265489966257,0.052254743097590706,0.2778584267500517,0.5502289632097314,0.307180227598287,0.31485493308444534,0.6302902048275882,0.40138151096264296,0.6077334929091236,0.5522772325837603,0.6802234013732267,0.2257912336357929,0.2590521510811362,0.5688375385344673,0.6061501888408003,0.8700294409518504,0.5327691584516719,0.03976973498552694,0.1687739128795661,0.5715315291995369,0.4416253916839572,0.1874971377175888,0.8712822290472487,0.005620354824401597,0.8319563241914341,0.1036933033674805,0.7530624405009514,0.810437652641914,0.8466437145937085,0.4996538465987246,0.9459901939409533,0.7082323358640052,0.15043731342795896,0.8997343258865831,0.11552900453161996,0.17378154782612876,0.12637278272861385,0.13246235654088734,0.2938655412833393,0.3826565489765714,0.10445155689164676,0.07230069981998144,0.8907465884436307,0.43819876806797575,0.8440826781502293,0.20299778748600272,0.8466726160858449,0.9734489546075152,0.6436278270810127,0.43429379536943824,0.5394528511166852,0.8157661150892305,0.6909428870304913,0.22871296889025172,0.94099305356005,0.9106792449560338,0.31941851308503033,0.737475629054842,0.3146285137385251,0.35618952808238735,0.3874389739633649,0.14379119178698319,0.5606116634623923
Bangladesh,0.6173267194673007,0.6143066329108032,0.2728741414332184,0.1714459695384215,0.06211905446711319,1,0.6422133524311954,0.34518887858593894,0.23865961206225839,0.6344630353250257,0.25777342816337256,0.03552337830919794,0.7141684357111382,0.859888014966204,0.47836741953394435,0.6532340395217247,0.32966076830858726,0.785607416111303,0.7403754862991072,0.42323430608479407,0.7866784117798231,0.7027637424820558,0.975107757055883,0.1679110059750064,0.07781380779981895,0.525064575188609,0.9877142970030177,0.6716293529964688,0.3968530180639347,0.8178259263253681,0.7887379513293576,0.4004755245606394,0.4410238031546476,0.54633257416277,0.3145866753535026,0.5247559296904932,0.47650990647192437,0.02490227858203453,0.12312116998438238,0.202252576416298,0.33388762663266325,0.24425437406751493,0.5590932959549757,0.6476639208937776,0.9598370709999735,0.10994146089954726,0.5004952645211765,0.057023954773546714,0.4685339450640881,0.16775590426427311,0.48851048553715826,0.8419612147102518,0.8522350486697179,0.2670201405780879,0.5607409089716613,0.7816372008561804,0.14055354756325633,0.1833009000299073,0.2200543876372949,0.9835382803229583,0.7842509361418782,0.13296579445060086,0.7819543172951838,0.0003614184072882054,0.24414035074664997,0.0013996398198197202,0.19761877017943674,0.31930270323837795,0.5668605139283998,0.020955974246125275,0.9123750130589952,0.5257913665612207,0.06408602618946158,0.20947445751634564,0.7859361460785897,0.47019544068736363,0.11481720272746054,0.7388355335207756,0.40111477508768634,0.0011040172146274951,0.9482069129434396,0.5131506381760068,0.15928516901550993,0.7207245903845253,0.7070381982669206,0.7125608658732219,0.8934365443750006,0.9722849875678534,0.5555389312959351,0.1846606798157845,0.5881328848200659,0.46364681720187395,0.6002270222443201,0.7392096868192483,0.8852412727720952,0.5812513329031045,0.9767424470363295,0.014693730701190288,0.015104908464244504,0.3113949124114038,0.7905388290851668,0.6830206609255713,0.502093293113114,0.3575472868981009,0.974596043461429,0.840096157347396,0.047272232226080346,0.44957818969559227,0.23111605141729696,0.21866574972981656,0.9330065773339166,0.6900588548588902,0.42436560954763103,0.14909522876535575,0.6986471092792137,0.2403054447032047,0.459301142261472,0.9801967693416581,0.9953761490888979,0.5960963569450805,0.7361517538799932
Belgium,0.25460624588886926,0.33932517297217146,0.33366220572785554,0.5047373252095166,0.8707056521682802,0.45626760571864133,1,0.27911936469449705,0.638555780261979,0.8781368156443464,0.6005410849204522,0.8517146100510983,0.15672488709630117,0.29431018859294145,0.5160605408592451,0.32338149541080574,0.5202458551217214,0.7747506067100823,0.8895354368115064,0.861390896390319,0.33435017374658527,0.07991421398100762,0.8566788420217152,0.1670859540073104,0.3548166655927315,0.6969117464183083,0.21675872548092956,0.9862071651726072,0.6459167373169563,0.5548719151061989,0.3548420059832633,0.4819423018828789,0.15040302257297122,0.2181657345820328,0.5067594123693449,0.2627382442152215,0.42356138991110104,0.15691147611040457,0.27580491428588405,0.937962498180336,0.6796977999441614,0.7966850338264831,0.42272158970382445,0.8081006451966432,0.7705850707965318,0.18156711958852412,0.23540646467570403,0.9343341259051715,0.6865413428516584,0.8170549811118748,0.9027398451000057,0.21455370844302368,0.8933969137956312,0.48463777593728385,0.4219462333330041,0.24328851811724284,0.2762374313589522,0.5000473653261658,0.5216351764976209,0.7265430543886982,0.05809204076818253,0.8974348760894559,0.39996397783075754,0.13640399409453163,0.12170837650088895,0.8493426280216717,0.7286896315777119,0.18281564662172745,0.10294285575621509,0.2542401893283043,0.25673636240774333,0.8335272428978782,0.39232689191688863,0.6755386008739535,0.008693611780969612,0.7587165336040511,0.5682486848167193,0.3312921748600264,0.5401226727986153,0.6728930027339737,0.4901947539341206,0.8527360783718956,0.8681766421920772,0.30750706619626567,0.32024000220345195,0.9956164701163677,0.09780893021085901,0.935001388938196,0.04419627508351043,0.18680521812978768,0.9751834622818536,0.09421430775665918,0.144947801475395,0.7080563267368944,0.36375633373105,0.900824402730428,0.4412583858688931,0.30278467777822093,0.7829504714403586,0.2746099770885224,0.901251357237003,0.16736071240461559,0.3498513432733191,0.7892504514246428,0.13955697027995373,0.9947955437450132,0.8818632761629128,0.29099051624876904,0.4432340822062649,0.07024189129496305,0.7176391949387202,0.5270977189971661,0.2204481036789543,0.14468180639296457,0.3748378110818813,0.9482093691057205,0.175358783121216,0.23500066570046885,0.8513535740609728,0.14977834039565896,0.10331668535260252
Benin,0.5251061589501628,0.9014059213370683,0.7199339996069868,0.6049490966280844,0.4220623503047114,0.40217811339259335,0.24454800351864914,1,0.40684260491774404,0.24213935544005394,0.0021087538432018604,0.24222948453380921,0.2778348589955959,0.01711151330317695,0.7821480617253728,0.5506051682068464,0.33381904537086016,0.19920678527527025,0.127995590019925,0.034200344042730424,0.4417200566837792,0.4130036872733136,0.5244844246879786,0.33801259213765733,0.516713726157792,0.14580390150714406,0.8607051455525055,0.43973079264564496,0.5725440391409691,0.5413945719072061,0.979840282269556,0.1447600855097212,0.7954938132550216,0.20789544772609425,0.003017393801727164,0.9304817395147559,0.8352762213116811,0.6334205428792029,0.4425525536088609,0.02274522546280755,0.27449234152565083,0.06239105666865641,0.6514919609342346,0.8655678223241822,0.9496763152643407,0.25132416133839897,0.1790954136106363,0.10077508005433544,0.5659689404750962,0.4477577842287932,0.281019197671846,0.5936552939468658,0.287362590608931,0.6797136268128564,0.4432345271406092,0.9461219714300645,0.04866105450774094,0.3008198996809539,0.8037875214756559,0.2831875738565809,0.41140099940638397,0.979651117188866,0.3030318091820564,0.4990199614331412,0.5380865241892261,0.5437848708424253,0.7087672428165619,0.3770551190199549,0.6450641949839487,0.4943411864100693,0.42682854967403694,0.38608601922383545,0.3886439191874075,0.7405842045411797,0.9180543705352945,0.6094149157766983,0.34807195904463406,0.7938508783733742,0.13053399244637132,0.5095168592908543,0.28145640465174715,0.34924395836847155,0.8488806600803614,0.6414344737089381,0.9858866038003681,0.12091608525008912,0.13212418798678882,0.10743867938314056,0.20648981501881514,0.4679670737885734,0.8789594294992077,0.9745078692681348,0.5223845826987363,0.7825639692684259,0.9698672058813438,0.8061600904612146,0.3024707611111842,0.6908056777316176,0.10427656120545681,0.44607457396152816,0.8595469560054995,0.26898697897006907,0.21439114657366687,0.6509366244954209,0.20089449481119226,0.6397645126119406,0.9708258126083896,0.48722106563509604,0.7737118110724933,0.6941239872299393,0.8083632559009954,0.13978609714205936,0.05377852638614222,0.904041442832839,0.3221283563984725,0.5102306276857382,0.23819500496529633,0.62120519252794,0.6137736365485608,0.9344090037652593,0.37655947383914645
Bhutan,0.52233084126412,0.4121562471529763,0.0014317567468561387,0.9135158370942489,0.8493459348726053,0.7498369158490478,0.13887547793852928,0.6551270041724965,1,0.8412650415263185,0.9384112860393948,0.7481504734623226,0.8715397636480233,0.9029022091955026,0.7462467632548385,0.1104918453263043,0.21365184120246972,0.4339722069885338,0.3593610160374442,0.888365134062676,0.329617237664942,0.7277970625563821,0.818997728038174,0.3184368602091716,0.9078577452484499,0.13925066686078913,0.38136713662776056,0.09552551912406881,0.3075164244623819,0.6262047452738675,0.5946654293169373,0.12444970829573143,0.8784864193793042,0.8772336741860789,0.47609574929450704,0.18737831578282815,0.2852956856578519,0.7295129615862226,0.660924259997543,0.23903078260997412,0.11390369377884935,0.48847974799559435,0.597543432357959,0.33690876439914497,0.27564866153820833,0.5129300032334811,0.2869972147679115,0.04708737809940999,0.14683259205729693,0.34729064015154554,0.9694549413391788,0.554131359846614,0.03163836678665011,0.005046355462864582,0.8509198054727556,0.4855838634216375,0.36604698535675595,0.9104861963449472,0.267811885830311,0.3684007725086398,0.7126626961250193,0.3528976170675079,0.6713660086573037,0.2097122158187139,0.996337192919709,0.4251610048684227,0.7855718772173069,0.8796492453513611,0.5044082460634922,0.31385374068041716,0.9003455828578266,0.9492939205644184,0.5692686902036601,0.27263515844884156,0.8956253513556737,0.030824740455878574,0.9711730478146811,0.44386607159546054,0.8856634127390133,0.1780921136922926,0.6103171997249661,0.12328041589585437,0.8180822740452085,0.011168799232185833,0.373800505008844,0.4973335336326743,0.5261300818471195,0.7149121077942088,0.9262463595121293,0.31908093343313526,0.5694725965310835,0.03175984796249032,0.655931529364697,0.7330926201234781,0.053702842491447744,0.7316996432352456,0.7259608041411553,0.7973492991109963,0.07127599646162719,0.48462303630742776,0.03946470457522466,0.5961296004546109,0.49980291358363715,0.011138183829472514,0.4210603782994584,0.442396057223607,0.697665979554687,0.11631645121942602,0.39153322170610017,0.8739960730734465,0.7573904661059236,0.02376539729497862,0.19425068671804846,0.8817364666798051,0.7399640055395726,0.44763775147121965,0.23417163710789235,0.7623606983919724,0.27844027198907884,0.7955308498315483,0.04092303249039053
Bosnia and Herzegovina,0.013897123411606427,0.3646901440304754,0.46170772622814527,0.24869207850577646,0.9945433706668058,0.42785500676678767,0.008644726759324706,0.36463883132789854,0.768630491185341,1,0.13347169887095534,0.9181374194181263,0.3886350077959161,0.8860624898129914,0.5752701363320278,0.2990875000730312,0.9268671219289819,0.2733845292315593,0.03252408741611823,0.9238606832520297,0.48100496105010504,0.17972429900506248,0.3645169721166145,0.6054923052215461,0.7902894684589329,0.24573989643982141,0.5923252015994022,0.09732406738785715,0.2618354933480652,0.08620427143551668,0.4402760848330354,0.6482507784198903,0.4238037833784004,0.14113259063079653,0.23222942059851814,0.43037285034068984,0.6366127420759178,0.479809061048325,0.9327044949479565,0.06677899572805779,0.3155636974655577,0.6725114720047245,0.5049059368326948,0.9083945249543527,0.2411926189026955,0.99224847437285,0.31159383545511055,0.10668443666979477,0.9389898318746205,0.2820957331206798,0.19448268316335482,0.5849153773026683,0.3584758925759005,0.016353838523547104,0.8821807047838491,0.0522034947996427,0.5830179349080649,0.9372481955834856,0.981693456224377,0.13128606242043506,0.9912794721042543,0.9634947840873254,0.1856198436269172,0.15884876678351145,0.4221767849982212,0.16653010881036534,0.7216374510478396,0.8237435104279087,0.2873059056440639,0.025184627217090916,0.19207109421891522,0.8341518546821534,0.8572162818842466,0.34361843220939503,0.9867753748146164,0.5177068432577169,0.08552125367260344,0.7782407391471389,0.4606998036666341,0.3326779889907546,0.48181079368422686,0.17412191056359183,0.21037694514672933,0.10960192551737857,0.5372167104555717,0.16876732571020636,0.9819882651270337,0.40396257557662474,0.40810001462630874,0.29429395796742375,0.8461055506344759,0.9093885514931386,0.796135647401592,0.9638382357805221,0.4604652865403396,0.08187800147121305,0.8076832704991195,0.3926923837463576,0.8504474745094314,0.11417029753371688,0.7904874633886936,0.13687268459839774,0.7804007559396438,0.8430133900546307,0.7866714755616926,0.2910647967724105,0.17907216072529208,0.32735926946188976,0.6617933138000024,0.6124998136927338,0.3244254106282859,0.9996781992178155,0.7929660383322324,0.4407454232038802,0.6607684872405287,0.7998639492987539,0.982224584755548,0.9522569917761886,0.823739182996649,0.30794433912456165,0.7175897408614081
